 'frameRate': 119.98612831479856, 'expName': 'FT-RNGT_MRI',,,
trial,block_type,time,stimulus,response
33,alternating,249.9578358877,stimulus,
33,alternating,249.9619854982,tap,e
34,alternating,250.7079745149,stimulus,
34,alternating,250.7459337771,tap,b
35,alternating,251.4580829566,stimulus,
35,alternating,251.519900291,tap,e
35,alternating,252.1628907032,tap,b
36,alternating,252.2081838519,stimulus,
36,alternating,252.9189454006,tap,e
37,alternating,252.9582702581,stimulus,
37,alternating,253.6568712474,tap,b
38,alternating,253.708375983,stimulus,
38,alternating,254.4568888154,tap,e
39,alternating,254.4584759727,stimulus,
39,alternating,255.1628384821,tap,b
40,alternating,255.2085632845,stimulus,
40,alternating,255.9348021834,tap,e
41,alternating,255.9586641798,stimulus,
41,alternating,256.6947840237,tap,b
42,alternating,256.7087626602,stimulus,
43,alternating,257.4588674796,stimulus,
43,alternating,257.5277569917,tap,e
44,alternating,258.208976525,stimulus,
44,alternating,258.2417631875,tap,b
45,alternating,258.9591015687,stimulus,
45,alternating,259.0158187489,tap,e
45,alternating,259.7019772455,tap,b
46,alternating,259.7092220846,stimulus,
46,alternating,260.4547051911,tap,e
47,alternating,260.4593109057,stimulus,
48,alternating,261.2094268937,stimulus,
48,alternating,261.2702357282,tap,b
49,alternating,261.9595452966,stimulus,
49,alternating,262.013711796,tap,e
50,alternating,262.7096573606,stimulus,
50,alternating,262.7136403468,tap,b
50,alternating,263.4406610519,tap,e
51,alternating,263.4597685189,stimulus,
51,alternating,264.1786862092,tap,b
52,alternating,264.2098712253,stimulus,
53,alternating,264.9599675928,stimulus,
53,alternating,265.0125913076,tap,e
54,alternating,265.7100865994,stimulus,
54,alternating,265.7706044449,tap,b
55,alternating,266.4601923244,stimulus,
55,alternating,266.6115527428,tap,e
56,alternating,267.2103224996,stimulus,
56,alternating,267.2315909517,tap,b
57,alternating,267.9604529768,stimulus,
57,alternating,267.9935348542,tap,e
57,alternating,268.6465031072,tap,b
58,alternating,268.7105493442,stimulus,
59,alternating,269.4606662378,stimulus,
59,alternating,269.5115497544,tap,e
59,alternating,270.1984577588,tap,b
60,alternating,270.2107930927,stimulus,
60,alternating,270.8464550517,tap,e
61,alternating,270.9608951954,stimulus,
62,alternating,271.7110072593,stimulus,
62,alternating,271.7814308021,tap,b
62,alternating,272.4314532451,tap,e
63,alternating,272.4611153991,stimulus,
64,alternating,273.2112377262,stimulus,
64,alternating,273.2724570844,tap,b
64,alternating,273.9593832001,tap,e
65,alternating,273.9613506957,stimulus,
66,alternating,274.7114730227,stimulus,
66,alternating,274.7183779723,tap,b
66,alternating,275.4573234876,tap,e
67,alternating,275.4615896145,stimulus,
68,alternating,276.2117049988,stimulus,
68,alternating,276.2213517039,tap,b
69,alternating,276.9618200813,stimulus,
69,alternating,277.0613419117,tap,e
70,alternating,277.711947238,stimulus,
70,alternating,277.7143382372,tap,b
71,alternating,278.4620768096,stimulus,
71,alternating,278.540331999,tap,e
72,alternating,279.2122302278,stimulus,
72,alternating,279.358344092,tap,b
73,alternating,279.9623456121,stimulus,
73,alternating,280.0172625248,tap,e
